Class,Accuracy,iteration
0,0.022727272727272728,20.0
1,1.0,20.0
2,0.012195121951219513,20.0
3,0.0,20.0
4,0.06666666666666667,20.0
5,0.03571428571428571,20.0
6,0.010869565217391304,20.0
7,0.018867924528301886,20.0
8,0.0,20.0
9,0.0,20.0
0,0.022727272727272728,8.0
1,1.0,8.0
2,0.012195121951219513,8.0
3,0.0,8.0
4,0.06666666666666667,8.0
5,0.03571428571428571,8.0
6,0.010869565217391304,8.0
7,0.018867924528301886,8.0
8,0.0,8.0
9,0.0,8.0
0,0.022727272727272728,4.0
1,1.0,4.0
2,0.012195121951219513,4.0
3,0.0,4.0
4,0.06666666666666667,4.0
5,0.03571428571428571,4.0
6,0.010869565217391304,4.0
7,0.018867924528301886,4.0
8,0.0,4.0
9,0.0,4.0
0,0.022727272727272728,9.0
1,1.0,9.0
2,0.012195121951219513,9.0
3,0.0,9.0
4,0.06666666666666667,9.0
5,0.03571428571428571,9.0
6,0.010869565217391304,9.0
7,0.018867924528301886,9.0
8,0.0,9.0
9,0.0,9.0
0,0.022727272727272728,18.0
1,1.0,18.0
2,0.012195121951219513,18.0
3,0.0,18.0
4,0.06666666666666667,18.0
5,0.03571428571428571,18.0
6,0.010869565217391304,18.0
7,0.018867924528301886,18.0
8,0.0,18.0
9,0.0,18.0
0,0.022727272727272728,15.0
1,1.0,15.0
2,0.012195121951219513,15.0
3,0.0,15.0
4,0.06666666666666667,15.0
5,0.03571428571428571,15.0
6,0.010869565217391304,15.0
7,0.018867924528301886,15.0
8,0.0,15.0
9,0.0,15.0
0,0.022727272727272728,19.0
1,1.0,19.0
2,0.012195121951219513,19.0
3,0.0,19.0
4,0.06666666666666667,19.0
5,0.03571428571428571,19.0
6,0.010869565217391304,19.0
7,0.018867924528301886,19.0
8,0.0,19.0
9,0.0,19.0
0,0.022727272727272728,10.0
1,1.0,10.0
2,0.012195121951219513,10.0
3,0.0,10.0
4,0.06666666666666667,10.0
5,0.03571428571428571,10.0
6,0.010869565217391304,10.0
7,0.018867924528301886,10.0
8,0.0,10.0
9,0.0,10.0
0,0.022727272727272728,14.0
1,1.0,14.0
2,0.012195121951219513,14.0
0,0.022727272727272728,2.0
3,0.0,14.0
4,0.06666666666666667,14.0
1,1.0,2.0
2,0.012195121951219513,2.0
5,0.03571428571428571,14.0
3,0.0,2.0
6,0.010869565217391304,14.0
4,0.06666666666666667,2.0
5,0.03571428571428571,2.0
7,0.018867924528301886,14.0
6,0.010869565217391304,2.0
8,0.0,14.0
7,0.018867924528301886,2.0
9,0.0,14.0
8,0.0,2.0
9,0.0,2.0
0,0.022727272727272728,5.0
1,1.0,5.0
2,0.012195121951219513,5.0
3,0.0,5.0
4,0.06666666666666667,5.0
5,0.03571428571428571,5.0
6,0.010869565217391304,5.0
7,0.018867924528301886,5.0
8,0.0,5.0
9,0.0,5.0
0,0.022727272727272728,12.0
1,1.0,12.0
2,0.012195121951219513,12.0
3,0.0,12.0
4,0.06666666666666667,12.0
5,0.03571428571428571,12.0
6,0.010869565217391304,12.0
7,0.018867924528301886,12.0
8,0.0,12.0
9,0.0,12.0
0,0.022727272727272728,7.0
1,1.0,7.0
2,0.012195121951219513,7.0
3,0.0,7.0
4,0.06666666666666667,7.0
5,0.03571428571428571,7.0
6,0.010869565217391304,7.0
7,0.018867924528301886,7.0
8,0.0,7.0
9,0.0,7.0
0,0.022727272727272728,13.0
1,1.0,13.0
2,0.012195121951219513,13.0
3,0.0,13.0
4,0.06666666666666667,13.0
5,0.03571428571428571,13.0
6,0.010869565217391304,13.0
7,0.018867924528301886,13.0
8,0.0,13.0
9,0.0,13.0
0,0.022727272727272728,17.0
1,1.0,17.0
2,0.012195121951219513,17.0
3,0.0,17.0
4,0.06666666666666667,17.0
0,0.022727272727272728,1.0
5,0.03571428571428571,17.0
1,1.0,1.0
6,0.010869565217391304,17.0
7,0.018867924528301886,17.0
2,0.012195121951219513,1.0
8,0.0,17.0
3,0.0,1.0
9,0.0,17.0
4,0.06666666666666667,1.0
5,0.03571428571428571,1.0
6,0.010869565217391304,1.0
7,0.018867924528301886,1.0
8,0.0,1.0
9,0.0,1.0
0,0.022727272727272728,11.0
1,1.0,11.0
2,0.012195121951219513,11.0
3,0.0,11.0
4,0.06666666666666667,11.0
5,0.03571428571428571,11.0
6,0.010869565217391304,11.0
7,0.018867924528301886,11.0
8,0.0,11.0
9,0.0,11.0
0,0.022727272727272728,16.0
1,1.0,16.0
2,0.012195121951219513,16.0
3,0.0,16.0
4,0.06666666666666667,16.0
5,0.03571428571428571,16.0
6,0.010869565217391304,16.0
7,0.018867924528301886,16.0
8,0.0,16.0
9,0.0,16.0
0,0.022727272727272728,3.0
1,1.0,3.0
2,0.012195121951219513,3.0
3,0.0,3.0
4,0.06666666666666667,3.0
5,0.03571428571428571,3.0
6,0.010869565217391304,3.0
7,0.018867924528301886,3.0
8,0.0,3.0
9,0.0,3.0
0,0.022727272727272728,6.0
1,1.0,6.0
2,0.012195121951219513,6.0
3,0.0,6.0
4,0.06666666666666667,6.0
5,0.03571428571428571,6.0
6,0.010869565217391304,6.0
7,0.018867924528301886,6.0
8,0.0,6.0
9,0.0,6.0
0,0.022727272727272728,28.0
1,1.0,28.0
2,0.012195121951219513,28.0
3,0.0,28.0
4,0.06666666666666667,28.0
5,0.03571428571428571,28.0
6,0.010869565217391304,28.0
7,0.018867924528301886,28.0
8,0.0,28.0
9,0.0,28.0
0,0.022727272727272728,35.0
1,1.0,35.0
2,0.012195121951219513,35.0
3,0.0,35.0
4,0.06666666666666667,35.0
5,0.03571428571428571,35.0
6,0.010869565217391304,35.0
7,0.018867924528301886,35.0
8,0.0,35.0
9,0.0,35.0
0,0.022727272727272728,25.0
1,1.0,25.0
2,0.012195121951219513,25.0
3,0.0,25.0
4,0.06666666666666667,25.0
5,0.03571428571428571,25.0
6,0.010869565217391304,25.0
7,0.018867924528301886,25.0
8,0.0,25.0
9,0.0,25.0
0,0.022727272727272728,30.0
1,1.0,30.0
2,0.012195121951219513,30.0
3,0.0,30.0
4,0.06666666666666667,30.0
5,0.03571428571428571,30.0
6,0.010869565217391304,30.0
7,0.018867924528301886,30.0
8,0.0,30.0
9,0.0,30.0
0,0.022727272727272728,32.0
1,1.0,32.0
2,0.012195121951219513,32.0
3,0.0,32.0
4,0.06666666666666667,32.0
5,0.03571428571428571,32.0
6,0.010869565217391304,32.0
7,0.018867924528301886,32.0
8,0.0,32.0
9,0.0,32.0
0,0.022727272727272728,31.0
1,1.0,31.0
2,0.012195121951219513,31.0
3,0.0,31.0
4,0.06666666666666667,31.0
5,0.03571428571428571,31.0
6,0.010869565217391304,31.0
7,0.018867924528301886,31.0
8,0.0,31.0
9,0.0,31.0
0,0.022727272727272728,22.0
1,1.0,22.0
2,0.012195121951219513,22.0
3,0.0,22.0
4,0.06666666666666667,22.0
5,0.03571428571428571,22.0
6,0.010869565217391304,22.0
7,0.018867924528301886,22.0
8,0.0,22.0
9,0.0,22.0
0,0.022727272727272728,40.0
1,1.0,40.0
2,0.012195121951219513,40.0
3,0.0,40.0
4,0.06666666666666667,40.0
5,0.03571428571428571,40.0
6,0.010869565217391304,40.0
7,0.018867924528301886,40.0
8,0.0,40.0
9,0.0,40.0
0,0.022727272727272728,33.0
1,1.0,33.0
2,0.012195121951219513,33.0
3,0.0,33.0
4,0.06666666666666667,33.0
5,0.03571428571428571,33.0
6,0.010869565217391304,33.0
7,0.018867924528301886,33.0
8,0.0,33.0
9,0.0,33.0
0,0.022727272727272728,36.0
1,1.0,36.0
2,0.012195121951219513,36.0
3,0.0,36.0
4,0.06666666666666667,36.0
5,0.03571428571428571,36.0
6,0.010869565217391304,36.0
7,0.018867924528301886,36.0
8,0.0,36.0
9,0.0,36.0
0,0.022727272727272728,21.0
1,1.0,21.0
2,0.012195121951219513,21.0
3,0.0,21.0
4,0.06666666666666667,21.0
5,0.03571428571428571,21.0
6,0.010869565217391304,21.0
7,0.018867924528301886,21.0
8,0.0,21.0
9,0.0,21.0
0,0.022727272727272728,27.0
1,1.0,27.0
2,0.012195121951219513,27.0
3,0.0,27.0
4,0.06666666666666667,27.0
5,0.03571428571428571,27.0
6,0.010869565217391304,27.0
7,0.018867924528301886,27.0
8,0.0,27.0
9,0.0,27.0
0,0.022727272727272728,24.0
1,1.0,24.0
2,0.012195121951219513,24.0
3,0.0,24.0
4,0.06666666666666667,24.0
5,0.03571428571428571,24.0
6,0.010869565217391304,24.0
7,0.018867924528301886,24.0
8,0.0,24.0
9,0.0,24.0
0,0.022727272727272728,29.0
1,1.0,29.0
2,0.012195121951219513,29.0
3,0.0,29.0
4,0.06666666666666667,29.0
5,0.03571428571428571,29.0
6,0.010869565217391304,29.0
7,0.018867924528301886,29.0
8,0.0,29.0
9,0.0,29.0
0,0.022727272727272728,34.0
1,1.0,34.0
2,0.012195121951219513,34.0
3,0.0,34.0
4,0.06666666666666667,34.0
5,0.03571428571428571,34.0
6,0.010869565217391304,34.0
7,0.018867924528301886,34.0
8,0.0,34.0
9,0.0,34.0
0,0.022727272727272728,39.0
1,1.0,39.0
2,0.012195121951219513,39.0
3,0.0,39.0
4,0.06666666666666667,39.0
5,0.03571428571428571,39.0
6,0.010869565217391304,39.0
7,0.018867924528301886,39.0
8,0.0,39.0
9,0.0,39.0
0,0.022727272727272728,37.0
1,1.0,37.0
2,0.012195121951219513,37.0
3,0.0,37.0
4,0.06666666666666667,37.0
5,0.03571428571428571,37.0
6,0.010869565217391304,37.0
7,0.018867924528301886,37.0
8,0.0,37.0
9,0.0,37.0
0,0.022727272727272728,23.0
1,1.0,23.0
2,0.012195121951219513,23.0
3,0.0,23.0
4,0.06666666666666667,23.0
5,0.03571428571428571,23.0
6,0.010869565217391304,23.0
7,0.018867924528301886,23.0
8,0.0,23.0
9,0.0,23.0
0,0.022727272727272728,26.0
1,1.0,26.0
2,0.012195121951219513,26.0
3,0.0,26.0
4,0.06666666666666667,26.0
5,0.03571428571428571,26.0
6,0.010869565217391304,26.0
7,0.018867924528301886,26.0
8,0.0,26.0
9,0.0,26.0
0,0.022727272727272728,38.0
1,1.0,38.0
2,0.012195121951219513,38.0
3,0.0,38.0
4,0.06666666666666667,38.0
5,0.03571428571428571,38.0
6,0.010869565217391304,38.0
7,0.018867924528301886,38.0
8,0.0,38.0
9,0.0,38.0
0,0.022727272727272728,41.0
1,1.0,41.0
2,0.012195121951219513,41.0
3,0.0,41.0
4,0.06666666666666667,41.0
5,0.03571428571428571,41.0
6,0.010869565217391304,41.0
7,0.018867924528301886,41.0
8,0.0,41.0
9,0.0,41.0
0,0.022727272727272728,48.0
1,1.0,48.0
2,0.012195121951219513,48.0
3,0.0,48.0
4,0.06666666666666667,48.0
5,0.03571428571428571,48.0
6,0.010869565217391304,48.0
7,0.018867924528301886,48.0
8,0.0,48.0
9,0.0,48.0
0,0.022727272727272728,55.0
1,1.0,55.0
2,0.012195121951219513,55.0
3,0.0,55.0
4,0.06666666666666667,55.0
5,0.03571428571428571,55.0
6,0.010869565217391304,55.0
7,0.018867924528301886,55.0
8,0.0,55.0
9,0.0,55.0
0,0.022727272727272728,54.0
1,1.0,54.0
2,0.012195121951219513,54.0
3,0.0,54.0
4,0.06666666666666667,54.0
5,0.03571428571428571,54.0
6,0.010869565217391304,54.0
7,0.018867924528301886,54.0
8,0.0,54.0
9,0.0,54.0
0,0.022727272727272728,51.0
1,1.0,51.0
2,0.012195121951219513,51.0
3,0.0,51.0
4,0.06666666666666667,51.0
5,0.03571428571428571,51.0
6,0.010869565217391304,51.0
7,0.018867924528301886,51.0
8,0.0,51.0
9,0.0,51.0
0,0.022727272727272728,42.0
1,1.0,42.0
2,0.012195121951219513,42.0
3,0.0,42.0
4,0.06666666666666667,42.0
5,0.03571428571428571,42.0
6,0.010869565217391304,42.0
7,0.018867924528301886,42.0
8,0.0,42.0
9,0.0,42.0
0,0.022727272727272728,56.0
1,1.0,56.0
0,0.022727272727272728,52.0
2,0.012195121951219513,56.0
3,0.0,56.0
1,1.0,52.0
4,0.06666666666666667,56.0
5,0.03571428571428571,56.0
2,0.012195121951219513,52.0
6,0.010869565217391304,56.0
3,0.0,52.0
7,0.018867924528301886,56.0
8,0.0,56.0
4,0.06666666666666667,52.0
9,0.0,56.0
5,0.03571428571428571,52.0
6,0.010869565217391304,52.0
7,0.018867924528301886,52.0
8,0.0,52.0
9,0.0,52.0
0,0.022727272727272728,46.0
1,1.0,46.0
2,0.012195121951219513,46.0
3,0.0,46.0
4,0.06666666666666667,46.0
5,0.03571428571428571,46.0
6,0.010869565217391304,46.0
7,0.018867924528301886,46.0
8,0.0,46.0
9,0.0,46.0
0,0.022727272727272728,47.0
1,1.0,47.0
2,0.012195121951219513,47.0
3,0.0,47.0
4,0.06666666666666667,47.0
5,0.03571428571428571,47.0
6,0.010869565217391304,47.0
7,0.018867924528301886,47.0
8,0.0,47.0
9,0.0,47.0
0,0.022727272727272728,59.0
1,1.0,59.0
2,0.012195121951219513,59.0
3,0.0,59.0
4,0.06666666666666667,59.0
5,0.03571428571428571,59.0
6,0.010869565217391304,59.0
7,0.018867924528301886,59.0
8,0.0,59.0
9,0.0,59.0
0,0.022727272727272728,60.0
1,1.0,60.0
2,0.012195121951219513,60.0
3,0.0,60.0
4,0.06666666666666667,60.0
5,0.03571428571428571,60.0
6,0.010869565217391304,60.0
7,0.018867924528301886,60.0
8,0.0,60.0
9,0.0,60.0
0,0.022727272727272728,57.0
1,1.0,57.0
2,0.012195121951219513,57.0
3,0.0,57.0
4,0.06666666666666667,57.0
5,0.03571428571428571,57.0
6,0.010869565217391304,57.0
7,0.018867924528301886,57.0
8,0.0,57.0
9,0.0,57.0
0,0.022727272727272728,53.0
1,1.0,53.0
2,0.012195121951219513,53.0
3,0.0,53.0
4,0.06666666666666667,53.0
5,0.03571428571428571,53.0
6,0.010869565217391304,53.0
7,0.018867924528301886,53.0
8,0.0,53.0
9,0.0,53.0
0,0.022727272727272728,45.0
1,1.0,45.0
2,0.012195121951219513,45.0
3,0.0,45.0
4,0.06666666666666667,45.0
5,0.03571428571428571,45.0
6,0.010869565217391304,45.0
7,0.018867924528301886,45.0
8,0.0,45.0
9,0.0,45.0
0,0.022727272727272728,49.0
1,1.0,49.0
2,0.012195121951219513,49.0
3,0.0,49.0
4,0.06666666666666667,49.0
5,0.03571428571428571,49.0
0,0.022727272727272728,43.0
6,0.010869565217391304,49.0
1,1.0,43.0
7,0.018867924528301886,49.0
2,0.012195121951219513,43.0
8,0.0,49.0
3,0.0,43.0
9,0.0,49.0
4,0.06666666666666667,43.0
0,0.022727272727272728,44.0
5,0.03571428571428571,43.0
1,1.0,44.0
6,0.010869565217391304,43.0
2,0.012195121951219513,44.0
0,0.022727272727272728,58.0
7,0.018867924528301886,43.0
3,0.0,44.0
1,1.0,58.0
4,0.06666666666666667,44.0
8,0.0,43.0
2,0.012195121951219513,58.0
5,0.03571428571428571,44.0
9,0.0,43.0
3,0.0,58.0
6,0.010869565217391304,44.0
4,0.06666666666666667,58.0
7,0.018867924528301886,44.0
5,0.03571428571428571,58.0
8,0.0,44.0
6,0.010869565217391304,58.0
9,0.0,44.0
7,0.018867924528301886,58.0
8,0.0,58.0
9,0.0,58.0
0,0.022727272727272728,50.0
1,1.0,50.0
2,0.012195121951219513,50.0
3,0.0,50.0
4,0.06666666666666667,50.0
5,0.03571428571428571,50.0
6,0.010869565217391304,50.0
7,0.018867924528301886,50.0
8,0.0,50.0
9,0.0,50.0
0,0.022727272727272728,64.0
1,1.0,64.0
2,0.012195121951219513,64.0
3,0.0,64.0
4,0.06666666666666667,64.0
5,0.03571428571428571,64.0
6,0.010869565217391304,64.0
7,0.018867924528301886,64.0
8,0.0,64.0
9,0.0,64.0
0,0.022727272727272728,70.0
1,1.0,70.0
2,0.012195121951219513,70.0
3,0.0,70.0
4,0.06666666666666667,70.0
5,0.03571428571428571,70.0
6,0.010869565217391304,70.0
7,0.018867924528301886,70.0
8,0.0,70.0
9,0.0,70.0
0,0.022727272727272728,74.0
1,1.0,74.0
2,0.012195121951219513,74.0
3,0.0,74.0
4,0.06666666666666667,74.0
5,0.03571428571428571,74.0
6,0.010869565217391304,74.0
7,0.018867924528301886,74.0
8,0.0,74.0
9,0.0,74.0
0,0.022727272727272728,80.0
1,1.0,80.0
2,0.012195121951219513,80.0
3,0.0,80.0
4,0.06666666666666667,80.0
5,0.03571428571428571,80.0
6,0.010869565217391304,80.0
7,0.018867924528301886,80.0
8,0.0,80.0
9,0.0,80.0
0,0.022727272727272728,68.0
1,1.0,68.0
2,0.012195121951219513,68.0
3,0.0,68.0
4,0.06666666666666667,68.0
5,0.03571428571428571,68.0
6,0.010869565217391304,68.0
7,0.018867924528301886,68.0
8,0.0,68.0
9,0.0,68.0
0,0.022727272727272728,76.0
1,1.0,76.0
2,0.012195121951219513,76.0
3,0.0,76.0
4,0.06666666666666667,76.0
5,0.03571428571428571,76.0
6,0.010869565217391304,76.0
7,0.018867924528301886,76.0
8,0.0,76.0
9,0.0,76.0
0,0.022727272727272728,73.0
1,1.0,73.0
2,0.012195121951219513,73.0
3,0.0,73.0
4,0.06666666666666667,73.0
5,0.03571428571428571,73.0
6,0.010869565217391304,73.0
7,0.018867924528301886,73.0
8,0.0,73.0
9,0.0,73.0
0,0.022727272727272728,67.0
1,1.0,67.0
2,0.012195121951219513,67.0
3,0.0,67.0
4,0.06666666666666667,67.0
5,0.03571428571428571,67.0
6,0.010869565217391304,67.0
7,0.018867924528301886,67.0
8,0.0,67.0
9,0.0,67.0
0,0.022727272727272728,65.0
1,1.0,65.0
2,0.012195121951219513,65.0
3,0.0,65.0
4,0.06666666666666667,65.0
5,0.03571428571428571,65.0
6,0.010869565217391304,65.0
7,0.018867924528301886,65.0
8,0.0,65.0
9,0.0,65.0
0,0.022727272727272728,77.0
1,1.0,77.0
2,0.012195121951219513,77.0
3,0.0,77.0
4,0.06666666666666667,77.0
5,0.03571428571428571,77.0
6,0.010869565217391304,77.0
7,0.018867924528301886,77.0
8,0.0,77.0
9,0.0,77.0
0,0.022727272727272728,63.0
1,1.0,63.0
2,0.012195121951219513,63.0
0,0.022727272727272728,61.0
1,1.0,61.0
2,0.012195121951219513,61.0
3,0.0,61.0
3,0.0,63.0
4,0.06666666666666667,61.0
4,0.06666666666666667,63.0
5,0.03571428571428571,61.0
5,0.03571428571428571,63.0
6,0.010869565217391304,61.0
6,0.010869565217391304,63.0
7,0.018867924528301886,61.0
7,0.018867924528301886,63.0
8,0.0,61.0
8,0.0,63.0
9,0.0,61.0
9,0.0,63.0
0,0.022727272727272728,78.0
1,1.0,78.0
2,0.012195121951219513,78.0
3,0.0,78.0
4,0.06666666666666667,78.0
5,0.03571428571428571,78.0
6,0.010869565217391304,78.0
7,0.018867924528301886,78.0
8,0.0,78.0
9,0.0,78.0
0,0.022727272727272728,79.0
1,1.0,79.0
2,0.012195121951219513,79.0
3,0.0,79.0
4,0.06666666666666667,79.0
5,0.03571428571428571,79.0
6,0.010869565217391304,79.0
7,0.018867924528301886,79.0
8,0.0,79.0
9,0.0,79.0
0,0.022727272727272728,62.0
1,1.0,62.0
2,0.012195121951219513,62.0
3,0.0,62.0
4,0.06666666666666667,62.0
5,0.03571428571428571,62.0
6,0.010869565217391304,62.0
7,0.018867924528301886,62.0
8,0.0,62.0
9,0.0,62.0
0,0.022727272727272728,66.0
1,1.0,66.0
2,0.012195121951219513,66.0
3,0.0,66.0
4,0.06666666666666667,66.0
5,0.03571428571428571,66.0
6,0.010869565217391304,66.0
7,0.018867924528301886,66.0
8,0.0,66.0
9,0.0,66.0
0,0.022727272727272728,75.0
0,0.022727272727272728,72.0
1,1.0,75.0
2,0.012195121951219513,75.0
1,1.0,72.0
3,0.0,75.0
4,0.06666666666666667,75.0
2,0.012195121951219513,72.0
5,0.03571428571428571,75.0
3,0.0,72.0
6,0.010869565217391304,75.0
4,0.06666666666666667,72.0
7,0.018867924528301886,75.0
5,0.03571428571428571,72.0
8,0.0,75.0
6,0.010869565217391304,72.0
9,0.0,75.0
7,0.018867924528301886,72.0
8,0.0,72.0
9,0.0,72.0
0,0.022727272727272728,71.0
1,1.0,71.0
2,0.012195121951219513,71.0
3,0.0,71.0
4,0.06666666666666667,71.0
5,0.03571428571428571,71.0
6,0.010869565217391304,71.0
7,0.018867924528301886,71.0
8,0.0,71.0
9,0.0,71.0
0,0.022727272727272728,69.0
1,1.0,69.0
2,0.012195121951219513,69.0
3,0.0,69.0
4,0.06666666666666667,69.0
5,0.03571428571428571,69.0
6,0.010869565217391304,69.0
7,0.018867924528301886,69.0
8,0.0,69.0
9,0.0,69.0
0,0.022727272727272728,85.0
1,1.0,85.0
2,0.012195121951219513,85.0
3,0.0,85.0
4,0.06666666666666667,85.0
5,0.03571428571428571,85.0
6,0.010869565217391304,85.0
0,0.022727272727272728,82.0
7,0.018867924528301886,85.0
1,1.0,82.0
2,0.012195121951219513,82.0
8,0.0,85.0
3,0.0,82.0
9,0.0,85.0
4,0.06666666666666667,82.0
5,0.03571428571428571,82.0
6,0.010869565217391304,82.0
7,0.018867924528301886,82.0
8,0.0,82.0
9,0.0,82.0
0,0.022727272727272728,84.0
1,1.0,84.0
2,0.012195121951219513,84.0
3,0.0,84.0
4,0.06666666666666667,84.0
5,0.03571428571428571,84.0
6,0.010869565217391304,84.0
7,0.018867924528301886,84.0
8,0.0,84.0
9,0.0,84.0
0,0.022727272727272728,87.0
1,1.0,87.0
2,0.012195121951219513,87.0
3,0.0,87.0
4,0.06666666666666667,87.0
5,0.03571428571428571,87.0
6,0.010869565217391304,87.0
7,0.018867924528301886,87.0
8,0.0,87.0
9,0.0,87.0
0,0.022727272727272728,99.0
1,1.0,99.0
2,0.012195121951219513,99.0
3,0.0,99.0
4,0.06666666666666667,99.0
5,0.03571428571428571,99.0
6,0.010869565217391304,99.0
7,0.018867924528301886,99.0
8,0.0,99.0
9,0.0,99.0
0,0.022727272727272728,91.0
1,1.0,91.0
2,0.012195121951219513,91.0
3,0.0,91.0
4,0.06666666666666667,91.0
5,0.03571428571428571,91.0
6,0.010869565217391304,91.0
7,0.018867924528301886,91.0
8,0.0,91.0
9,0.0,91.0
0,0.022727272727272728,92.0
1,1.0,92.0
2,0.012195121951219513,92.0
3,0.0,92.0
4,0.06666666666666667,92.0
5,0.03571428571428571,92.0
6,0.010869565217391304,92.0
7,0.018867924528301886,92.0
8,0.0,92.0
9,0.0,92.0
0,0.022727272727272728,100.0
1,1.0,100.0
2,0.012195121951219513,100.0
3,0.0,100.0
4,0.06666666666666667,100.0
5,0.03571428571428571,100.0
6,0.010869565217391304,100.0
7,0.018867924528301886,100.0
8,0.0,100.0
9,0.0,100.0
0,0.022727272727272728,98.0
1,1.0,98.0
2,0.012195121951219513,98.0
3,0.0,98.0
4,0.06666666666666667,98.0
5,0.03571428571428571,98.0
6,0.010869565217391304,98.0
7,0.018867924528301886,98.0
8,0.0,98.0
9,0.0,98.0
0,0.022727272727272728,83.0
1,1.0,83.0
2,0.012195121951219513,83.0
3,0.0,83.0
4,0.06666666666666667,83.0
5,0.03571428571428571,83.0
6,0.010869565217391304,83.0
0,0.022727272727272728,88.0
7,0.018867924528301886,83.0
8,0.0,83.0
1,1.0,88.0
9,0.0,83.0
2,0.012195121951219513,88.0
3,0.0,88.0
4,0.06666666666666667,88.0
5,0.03571428571428571,88.0
6,0.010869565217391304,88.0
7,0.018867924528301886,88.0
8,0.0,88.0
9,0.0,88.0
0,0.022727272727272728,93.0
1,1.0,93.0
2,0.012195121951219513,93.0
3,0.0,93.0
4,0.06666666666666667,93.0
5,0.03571428571428571,93.0
6,0.010869565217391304,93.0
7,0.018867924528301886,93.0
8,0.0,93.0
9,0.0,93.0
0,0.022727272727272728,96.0
1,1.0,96.0
2,0.012195121951219513,96.0
3,0.0,96.0
4,0.06666666666666667,96.0
5,0.03571428571428571,96.0
6,0.010869565217391304,96.0
7,0.018867924528301886,96.0
8,0.0,96.0
9,0.0,96.0
0,0.022727272727272728,90.0
1,1.0,90.0
2,0.012195121951219513,90.0
3,0.0,90.0
4,0.06666666666666667,90.0
5,0.03571428571428571,90.0
6,0.010869565217391304,90.0
7,0.018867924528301886,90.0
8,0.0,90.0
9,0.0,90.0
0,0.022727272727272728,97.0
1,1.0,97.0
2,0.012195121951219513,97.0
3,0.0,97.0
4,0.06666666666666667,97.0
5,0.03571428571428571,97.0
6,0.010869565217391304,97.0
7,0.018867924528301886,97.0
8,0.0,97.0
9,0.0,97.0
0,0.022727272727272728,89.0
0,0.022727272727272728,81.0
1,1.0,89.0
1,1.0,81.0
2,0.012195121951219513,81.0
2,0.012195121951219513,89.0
3,0.0,81.0
3,0.0,89.0
4,0.06666666666666667,81.0
4,0.06666666666666667,89.0
5,0.03571428571428571,81.0
0,0.022727272727272728,95.0
5,0.03571428571428571,89.0
6,0.010869565217391304,81.0
1,1.0,95.0
7,0.018867924528301886,81.0
6,0.010869565217391304,89.0
2,0.012195121951219513,95.0
8,0.0,81.0
7,0.018867924528301886,89.0
3,0.0,95.0
9,0.0,81.0
8,0.0,89.0
4,0.06666666666666667,95.0
9,0.0,89.0
5,0.03571428571428571,95.0
6,0.010869565217391304,95.0
7,0.018867924528301886,95.0
8,0.0,95.0
9,0.0,95.0
0,0.022727272727272728,94.0
1,1.0,94.0
2,0.012195121951219513,94.0
3,0.0,94.0
4,0.06666666666666667,94.0
5,0.03571428571428571,94.0
6,0.010869565217391304,94.0
7,0.018867924528301886,94.0
8,0.0,94.0
9,0.0,94.0
0,0.022727272727272728,86.0
1,1.0,86.0
2,0.012195121951219513,86.0
3,0.0,86.0
4,0.06666666666666667,86.0
5,0.03571428571428571,86.0
6,0.010869565217391304,86.0
7,0.018867924528301886,86.0
8,0.0,86.0
9,0.0,86.0
