iteration,step_size,model_name,accuracy,batch_size
3,2,resnet18.pt,0.593167701863354,16
5,2,resnet18.pt,0.6079192546583851,16
6,2,resnet18.pt,0.5807453416149069,16
9,2,resnet18.pt,0.6040372670807453,16
10,2,resnet18.pt,0.6017080745341615,16
7,2,resnet18.pt,0.6017080745341615,16
1,2,resnet18.pt,0.6017080745341615,16
2,2,resnet18.pt,0.5900621118012422,16
8,2,resnet18.pt,0.59472049689441,16
4,2,resnet18.pt,0.5978260869565217,16
1,3,resnet18.pt,0.59472049689441,16
8,3,resnet18.pt,0.5970496894409938,16
10,3,resnet18.pt,0.6125776397515528,16
3,3,resnet18.pt,0.6055900621118012,16
7,3,resnet18.pt,0.6055900621118012,16
5,3,resnet18.pt,0.6032608695652174,16
9,3,resnet18.pt,0.6149068322981367,16
6,3,resnet18.pt,0.6079192546583851,16
2,3,resnet18.pt,0.6017080745341615,16
4,3,resnet18.pt,0.6187888198757764,16
8,4,resnet18.pt,0.5822981366459627,16
7,4,resnet18.pt,0.5799689440993789,16
10,4,resnet18.pt,0.6017080745341615,16
1,4,resnet18.pt,0.6125776397515528,16
6,4,resnet18.pt,0.6141304347826086,16
3,4,resnet18.pt,0.6242236024844721,16
9,4,resnet18.pt,0.5760869565217391,16
2,4,resnet18.pt,0.5807453416149069,16
5,4,resnet18.pt,0.5722049689440993,16
4,4,resnet18.pt,0.5908385093167702,16
10,5,resnet18.pt,0.5916149068322981,16
1,5,resnet18.pt,0.5892857142857143,16
7,5,resnet18.pt,0.6063664596273292,16
6,5,resnet18.pt,0.593944099378882,16
8,5,resnet18.pt,0.6009316770186336,16
3,5,resnet18.pt,0.6312111801242236,16
2,5,resnet18.pt,0.5807453416149069,16
5,5,resnet18.pt,0.6055900621118012,16
9,5,resnet18.pt,0.5745341614906833,16
4,5,resnet18.pt,0.5962732919254659,16
7,6,resnet18.pt,0.6234472049689441,16
10,6,resnet18.pt,0.6327639751552795,16
1,6,resnet18.pt,0.5838509316770186,16
6,6,resnet18.pt,0.6032608695652174,16
8,6,resnet18.pt,0.5854037267080745,16
2,6,resnet18.pt,0.6086956521739131,16
5,6,resnet18.pt,0.5869565217391305,16
3,6,resnet18.pt,0.6055900621118012,16
9,6,resnet18.pt,0.6001552795031055,16
4,6,resnet18.pt,0.6187888198757764,16
8,7,resnet18.pt,0.6048136645962733,16
7,7,resnet18.pt,0.6288819875776398,16
10,7,resnet18.pt,0.592391304347826,16
1,7,resnet18.pt,0.6257763975155279,16
6,7,resnet18.pt,0.640527950310559,16
5,7,resnet18.pt,0.5683229813664596,16
2,7,resnet18.pt,0.6350931677018633,16
3,7,resnet18.pt,0.5962732919254659,16
9,7,resnet18.pt,0.5768633540372671,16
4,7,resnet18.pt,0.6032608695652174,16
8,8,resnet18.pt,0.6413043478260869,16
7,8,resnet18.pt,0.5916149068322981,16
10,8,resnet18.pt,0.5986024844720497,16
1,8,resnet18.pt,0.5900621118012422,16
3,8,resnet18.pt,0.6304347826086957,16
2,8,resnet18.pt,0.5978260869565217,16
5,8,resnet18.pt,0.6110248447204969,16
6,8,resnet18.pt,0.6149068322981367,16
9,8,resnet18.pt,0.5900621118012422,16
4,8,resnet18.pt,0.6172360248447205,16
8,9,resnet18.pt,0.5877329192546584,16
7,9,resnet18.pt,0.6226708074534162,16
10,9,resnet18.pt,0.5861801242236024,16
1,9,resnet18.pt,0.6203416149068323,16
2,9,resnet18.pt,0.5659937888198758,16
3,9,resnet18.pt,0.5636645962732919,16
9,9,resnet18.pt,0.5799689440993789,16
6,9,resnet18.pt,0.6203416149068323,16
5,9,resnet18.pt,0.5970496894409938,16
4,9,resnet18.pt,0.6164596273291926,16
7,10,resnet18.pt,0.6001552795031055,16
8,10,resnet18.pt,0.6071428571428571,16
10,10,resnet18.pt,0.6343167701863354,16
1,10,resnet18.pt,0.5900621118012422,16
3,10,resnet18.pt,0.5605590062111802,16
2,10,resnet18.pt,0.6009316770186336,16
9,10,resnet18.pt,0.610248447204969,16
6,10,resnet18.pt,0.6226708074534162,16
5,10,resnet18.pt,0.5791925465838509,16
4,10,resnet18.pt,0.5559006211180124,16
8,2,resnet18.pt,0.6055900621118012,32
10,2,resnet18.pt,0.6273291925465838,32
3,2,resnet18.pt,0.6195652173913043,32
7,2,resnet18.pt,0.6032608695652174,32
1,2,resnet18.pt,0.6040372670807453,32
9,2,resnet18.pt,0.6079192546583851,32
5,2,resnet18.pt,0.6226708074534162,32
2,2,resnet18.pt,0.6180124223602484,32
6,2,resnet18.pt,0.5986024844720497,32
4,2,resnet18.pt,0.6296583850931677,32
10,3,resnet18.pt,0.6211180124223602,32
7,3,resnet18.pt,0.6242236024844721,32
1,3,resnet18.pt,0.6164596273291926,32
8,3,resnet18.pt,0.6374223602484472,32
9,3,resnet18.pt,0.5954968944099379,32
3,3,resnet18.pt,0.6125776397515528,32
5,3,resnet18.pt,0.6350931677018633,32
6,3,resnet18.pt,0.6195652173913043,32
2,3,resnet18.pt,0.6281055900621118,32
4,3,resnet18.pt,0.6211180124223602,32
7,4,resnet18.pt,0.6273291925465838,32
8,4,resnet18.pt,0.6156832298136646,32
1,4,resnet18.pt,0.6273291925465838,32
9,4,resnet18.pt,0.6273291925465838,32
10,4,resnet18.pt,0.6281055900621118,32
3,4,resnet18.pt,0.6265527950310559,32
6,4,resnet18.pt,0.6312111801242236,32
2,4,resnet18.pt,0.6079192546583851,32
5,4,resnet18.pt,0.6304347826086957,32
4,4,resnet18.pt,0.6110248447204969,32
8,5,resnet18.pt,0.6017080745341615,32
7,5,resnet18.pt,0.6195652173913043,32
1,5,resnet18.pt,0.6506211180124224,32
3,5,resnet18.pt,0.6133540372670807,32
6,5,resnet18.pt,0.6218944099378882,32
10,5,resnet18.pt,0.610248447204969,32
9,5,resnet18.pt,0.6234472049689441,32
5,5,resnet18.pt,0.6055900621118012,32
2,5,resnet18.pt,0.6381987577639752,32
4,5,resnet18.pt,0.6444099378881988,32
8,6,resnet18.pt,0.657608695652174,32
1,6,resnet18.pt,0.6273291925465838,32
3,6,resnet18.pt,0.6420807453416149,32
7,6,resnet18.pt,0.6125776397515528,32
6,6,resnet18.pt,0.6327639751552795,32
9,6,resnet18.pt,0.6288819875776398,32
5,6,resnet18.pt,0.6032608695652174,32
2,6,resnet18.pt,0.5885093167701864,32
10,6,resnet18.pt,0.6350931677018633,32
4,6,resnet18.pt,0.6040372670807453,32
7,7,resnet18.pt,0.6335403726708074,32
8,7,resnet18.pt,0.593167701863354,32
1,7,resnet18.pt,0.6304347826086957,32
3,7,resnet18.pt,0.6583850931677019,32
6,7,resnet18.pt,0.6218944099378882,32
9,7,resnet18.pt,0.6444099378881988,32
5,7,resnet18.pt,0.6079192546583851,32
10,7,resnet18.pt,0.6118012422360248,32
2,7,resnet18.pt,0.6032608695652174,32
4,7,resnet18.pt,0.6288819875776398,32
7,8,resnet18.pt,0.6001552795031055,32
3,8,resnet18.pt,0.6482919254658385,32
1,8,resnet18.pt,0.6444099378881988,32
6,8,resnet18.pt,0.656832298136646,32
8,8,resnet18.pt,0.6296583850931677,32
5,8,resnet18.pt,0.6304347826086957,32
10,8,resnet18.pt,0.6055900621118012,32
9,8,resnet18.pt,0.5869565217391305,32
2,8,resnet18.pt,0.6195652173913043,32
4,8,resnet18.pt,0.6273291925465838,32
1,9,resnet18.pt,0.5807453416149069,32
7,9,resnet18.pt,0.6133540372670807,32
8,9,resnet18.pt,0.6017080745341615,32
6,9,resnet18.pt,0.6521739130434783,32
3,9,resnet18.pt,0.6211180124223602,32
10,9,resnet18.pt,0.6475155279503105,32
5,9,resnet18.pt,0.6677018633540373,32
9,9,resnet18.pt,0.639751552795031,32
2,9,resnet18.pt,0.6149068322981367,32
4,9,resnet18.pt,0.6149068322981367,32
7,10,resnet18.pt,0.6024844720496895,32
1,10,resnet18.pt,0.6513975155279503,32
3,10,resnet18.pt,0.6319875776397516,32
8,10,resnet18.pt,0.6319875776397516,32
10,10,resnet18.pt,0.671583850931677,32
6,10,resnet18.pt,0.6296583850931677,32
9,10,resnet18.pt,0.6048136645962733,32
5,10,resnet18.pt,0.672360248447205,32
2,10,resnet18.pt,0.6017080745341615,32
4,10,resnet18.pt,0.6110248447204969,32
7,2,resnet18.pt,0.6288819875776398,64
8,2,resnet18.pt,0.6312111801242236,64
6,2,resnet18.pt,0.6381987577639752,64
1,2,resnet18.pt,0.610248447204969,64
2,2,resnet18.pt,0.6327639751552795,64
10,2,resnet18.pt,0.6327639751552795,64
3,2,resnet18.pt,0.6281055900621118,64
5,2,resnet18.pt,0.6451863354037267,64
4,2,resnet18.pt,0.6366459627329193,64
9,2,resnet18.pt,0.6335403726708074,64
8,3,resnet18.pt,0.6428571428571429,64
7,3,resnet18.pt,0.6513975155279503,64
6,3,resnet18.pt,0.6304347826086957,64
2,3,resnet18.pt,0.65527950310559,64
10,3,resnet18.pt,0.6304347826086957,64
1,3,resnet18.pt,0.6288819875776398,64
5,3,resnet18.pt,0.6335403726708074,64
3,3,resnet18.pt,0.6242236024844721,64
4,3,resnet18.pt,0.6312111801242236,64
9,3,resnet18.pt,0.6110248447204969,64
8,4,resnet18.pt,0.6312111801242236,64
2,4,resnet18.pt,0.6281055900621118,64
6,4,resnet18.pt,0.6133540372670807,64
7,4,resnet18.pt,0.6374223602484472,64
1,4,resnet18.pt,0.6436335403726708,64
3,4,resnet18.pt,0.6420807453416149,64
10,4,resnet18.pt,0.6366459627329193,64
5,4,resnet18.pt,0.6319875776397516,64
4,4,resnet18.pt,0.6467391304347826,64
9,4,resnet18.pt,0.6226708074534162,64
10,5,resnet18.pt,0.6381987577639752,64
3,5,resnet18.pt,0.625,64
1,5,resnet18.pt,0.6420807453416149,64
5,5,resnet18.pt,0.6265527950310559,64
9,5,resnet18.pt,0.6350931677018633,64
7,5,resnet18.pt,0.6451863354037267,64
2,5,resnet18.pt,0.6413043478260869,64
8,5,resnet18.pt,0.6343167701863354,64
6,5,resnet18.pt,0.6490683229813664,64
4,5,resnet18.pt,0.6350931677018633,64
10,6,resnet18.pt,0.6319875776397516,64
3,6,resnet18.pt,0.6288819875776398,64
1,6,resnet18.pt,0.6327639751552795,64
5,6,resnet18.pt,0.6335403726708074,64
9,6,resnet18.pt,0.6350931677018633,64
7,6,resnet18.pt,0.6350931677018633,64
8,6,resnet18.pt,0.6436335403726708,64
2,6,resnet18.pt,0.6195652173913043,64
6,6,resnet18.pt,0.6475155279503105,64
4,6,resnet18.pt,0.6475155279503105,64
3,7,resnet18.pt,0.6708074534161491,64
1,7,resnet18.pt,0.6467391304347826,64
10,7,resnet18.pt,0.6172360248447205,64
5,7,resnet18.pt,0.6187888198757764,64
2,7,resnet18.pt,0.6381987577639752,64
7,7,resnet18.pt,0.6506211180124224,64
9,7,resnet18.pt,0.6009316770186336,64
8,7,resnet18.pt,0.6459627329192547,64
6,7,resnet18.pt,0.6444099378881988,64
4,7,resnet18.pt,0.6475155279503105,64
10,8,resnet18.pt,0.6226708074534162,64
5,8,resnet18.pt,0.6350931677018633,64
3,8,resnet18.pt,0.6234472049689441,64
1,8,resnet18.pt,0.6645962732919255,64
9,8,resnet18.pt,0.6436335403726708,64
2,8,resnet18.pt,0.6350931677018633,64
7,8,resnet18.pt,0.6358695652173914,64
8,8,resnet18.pt,0.6467391304347826,64
6,8,resnet18.pt,0.6265527950310559,64
4,8,resnet18.pt,0.6366459627329193,64
10,9,resnet18.pt,0.6428571428571429,64
5,9,resnet18.pt,0.6265527950310559,64
7,9,resnet18.pt,0.6001552795031055,64
2,9,resnet18.pt,0.6599378881987578,64
1,9,resnet18.pt,0.6482919254658385,64
3,9,resnet18.pt,0.6234472049689441,64
9,9,resnet18.pt,0.6125776397515528,64
8,9,resnet18.pt,0.6296583850931677,64
6,9,resnet18.pt,0.6319875776397516,64
4,9,resnet18.pt,0.6506211180124224,64
5,10,resnet18.pt,0.6436335403726708,64
10,10,resnet18.pt,0.6513975155279503,64
3,10,resnet18.pt,0.6591614906832298,64
7,10,resnet18.pt,0.6521739130434783,64
1,10,resnet18.pt,0.6420807453416149,64
9,10,resnet18.pt,0.6444099378881988,64
2,10,resnet18.pt,0.657608695652174,64
8,10,resnet18.pt,0.639751552795031,64
6,10,resnet18.pt,0.6498447204968945,64
4,10,resnet18.pt,0.6281055900621118,64
10,2,resnet18.pt,0.639751552795031,128
3,2,resnet18.pt,0.639751552795031,128
9,2,resnet18.pt,0.6490683229813664,128
5,2,resnet18.pt,0.6413043478260869,128
7,2,resnet18.pt,0.6343167701863354,128
1,2,resnet18.pt,0.6428571428571429,128
2,2,resnet18.pt,0.640527950310559,128
8,2,resnet18.pt,0.6413043478260869,128
6,2,resnet18.pt,0.6281055900621118,128
4,2,resnet18.pt,0.6389751552795031,128
10,3,resnet18.pt,0.6451863354037267,128
5,3,resnet18.pt,0.6436335403726708,128
3,3,resnet18.pt,0.6428571428571429,128
7,3,resnet18.pt,0.6381987577639752,128
9,3,resnet18.pt,0.6420807453416149,128
1,3,resnet18.pt,0.6482919254658385,128
2,3,resnet18.pt,0.6374223602484472,128
8,3,resnet18.pt,0.6389751552795031,128
6,3,resnet18.pt,0.6374223602484472,128
4,3,resnet18.pt,0.6358695652173914,128
5,4,resnet18.pt,0.6389751552795031,128
7,4,resnet18.pt,0.6490683229813664,128
10,4,resnet18.pt,0.6521739130434783,128
1,4,resnet18.pt,0.65527950310559,128
3,4,resnet18.pt,0.6482919254658385,128
9,4,resnet18.pt,0.6420807453416149,128
2,4,resnet18.pt,0.6350931677018633,128
8,4,resnet18.pt,0.6319875776397516,128
6,4,resnet18.pt,0.6444099378881988,128
4,4,resnet18.pt,0.6374223602484472,128
7,5,resnet18.pt,0.6172360248447205,128
1,5,resnet18.pt,0.6614906832298136,128
10,5,resnet18.pt,0.6413043478260869,128
2,5,resnet18.pt,0.6467391304347826,128
3,5,resnet18.pt,0.6583850931677019,128
5,5,resnet18.pt,0.6529503105590062,128
9,5,resnet18.pt,0.6444099378881988,128
8,5,resnet18.pt,0.656832298136646,128
6,5,resnet18.pt,0.6327639751552795,128
4,5,resnet18.pt,0.6374223602484472,128
10,6,resnet18.pt,0.6281055900621118,128
1,6,resnet18.pt,0.6529503105590062,128
7,6,resnet18.pt,0.6335403726708074,128
3,6,resnet18.pt,0.656832298136646,128
5,6,resnet18.pt,0.6614906832298136,128
9,6,resnet18.pt,0.6583850931677019,128
8,6,resnet18.pt,0.6529503105590062,128
2,6,resnet18.pt,0.6490683229813664,128
6,6,resnet18.pt,0.6444099378881988,128
4,6,resnet18.pt,0.6498447204968945,128
1,7,resnet18.pt,0.6545031055900621,128
10,7,resnet18.pt,0.6273291925465838,128
7,7,resnet18.pt,0.6265527950310559,128
5,7,resnet18.pt,0.6296583850931677,128
3,7,resnet18.pt,0.6537267080745341,128
9,7,resnet18.pt,0.6599378881987578,128
2,7,resnet18.pt,0.639751552795031,128
8,7,resnet18.pt,0.6506211180124224,128
6,7,resnet18.pt,0.6630434782608695,128
4,7,resnet18.pt,0.640527950310559,128
7,8,resnet18.pt,0.6521739130434783,128
1,8,resnet18.pt,0.657608695652174,128
10,8,resnet18.pt,0.6490683229813664,128
2,8,resnet18.pt,0.6521739130434783,128
3,8,resnet18.pt,0.6335403726708074,128
8,8,resnet18.pt,0.6583850931677019,128
5,8,resnet18.pt,0.6645962732919255,128
9,8,resnet18.pt,0.6187888198757764,128
6,8,resnet18.pt,0.6545031055900621,128
4,8,resnet18.pt,0.6521739130434783,128
1,9,resnet18.pt,0.656832298136646,128
7,9,resnet18.pt,0.6684782608695652,128
6,9,resnet18.pt,0.6498447204968945,128
8,9,resnet18.pt,0.656055900621118,128
10,9,resnet18.pt,0.6459627329192547,128
2,9,resnet18.pt,0.6513975155279503,128
5,9,resnet18.pt,0.6607142857142857,128
3,9,resnet18.pt,0.6343167701863354,128
9,9,resnet18.pt,0.6490683229813664,128
4,9,resnet18.pt,0.6607142857142857,128
5,10,resnet18.pt,0.6506211180124224,128
8,10,resnet18.pt,0.6296583850931677,128
7,10,resnet18.pt,0.6653726708074534,128
2,10,resnet18.pt,0.6226708074534162,128
1,10,resnet18.pt,0.656832298136646,128
10,10,resnet18.pt,0.6475155279503105,128
6,10,resnet18.pt,0.656832298136646,128
4,10,resnet18.pt,0.6537267080745341,128
3,10,resnet18.pt,0.6653726708074534,128
9,10,resnet18.pt,0.6467391304347826,128
7,2,resnet18.pt,0.6389751552795031,256
10,2,resnet18.pt,0.6482919254658385,256
1,2,resnet18.pt,0.6350931677018633,256
5,2,resnet18.pt,0.6444099378881988,256
2,2,resnet18.pt,0.6304347826086957,256
8,2,resnet18.pt,0.6381987577639752,256
6,2,resnet18.pt,0.6436335403726708,256
4,2,resnet18.pt,0.6420807453416149,256
3,2,resnet18.pt,0.6490683229813664,256
9,2,resnet18.pt,0.6374223602484472,256
7,3,resnet18.pt,0.6327639751552795,256
10,3,resnet18.pt,0.639751552795031,256
2,3,resnet18.pt,0.6350931677018633,256
1,3,resnet18.pt,0.6389751552795031,256
5,3,resnet18.pt,0.6312111801242236,256
6,3,resnet18.pt,0.6490683229813664,256
3,3,resnet18.pt,0.6444099378881988,256
4,3,resnet18.pt,0.6381987577639752,256
8,3,resnet18.pt,0.6498447204968945,256
9,3,resnet18.pt,0.6482919254658385,256
2,4,resnet18.pt,0.6545031055900621,256
7,4,resnet18.pt,0.65527950310559,256
5,4,resnet18.pt,0.6374223602484472,256
3,4,resnet18.pt,0.6475155279503105,256
6,4,resnet18.pt,0.6428571428571429,256
10,4,resnet18.pt,0.6420807453416149,256
4,4,resnet18.pt,0.6436335403726708,256
8,4,resnet18.pt,0.6413043478260869,256
1,4,resnet18.pt,0.6521739130434783,256
9,4,resnet18.pt,0.6545031055900621,256
3,5,resnet18.pt,0.6529503105590062,256
2,5,resnet18.pt,0.6467391304347826,256
5,5,resnet18.pt,0.6467391304347826,256
10,5,resnet18.pt,0.6374223602484472,256
7,5,resnet18.pt,0.6444099378881988,256
4,5,resnet18.pt,0.6482919254658385,256
6,5,resnet18.pt,0.6459627329192547,256
9,5,resnet18.pt,0.6498447204968945,256
1,5,resnet18.pt,0.6374223602484472,256
8,5,resnet18.pt,0.6537267080745341,256
5,6,resnet18.pt,0.640527950310559,256
7,6,resnet18.pt,0.6506211180124224,256
3,6,resnet18.pt,0.6436335403726708,256
2,6,resnet18.pt,0.6475155279503105,256
6,6,resnet18.pt,0.6288819875776398,256
10,6,resnet18.pt,0.6381987577639752,256
4,6,resnet18.pt,0.6506211180124224,256
8,6,resnet18.pt,0.6521739130434783,256
9,6,resnet18.pt,0.6436335403726708,256
1,6,resnet18.pt,0.6513975155279503,256
5,7,resnet18.pt,0.6529503105590062,256
2,7,resnet18.pt,0.6296583850931677,256
3,7,resnet18.pt,0.6482919254658385,256
10,7,resnet18.pt,0.6645962732919255,256
4,7,resnet18.pt,0.6366459627329193,256
7,7,resnet18.pt,0.6521739130434783,256
6,7,resnet18.pt,0.6444099378881988,256
8,7,resnet18.pt,0.656832298136646,256
9,7,resnet18.pt,0.6482919254658385,256
1,7,resnet18.pt,0.656832298136646,256
3,8,resnet18.pt,0.6420807453416149,256
4,8,resnet18.pt,0.6420807453416149,256
5,8,resnet18.pt,0.6498447204968945,256
2,8,resnet18.pt,0.6622670807453416,256
10,8,resnet18.pt,0.6521739130434783,256
7,8,resnet18.pt,0.6591614906832298,256
9,8,resnet18.pt,0.6420807453416149,256
6,8,resnet18.pt,0.6327639751552795,256
8,8,resnet18.pt,0.6545031055900621,256
1,8,resnet18.pt,0.6545031055900621,256
5,9,resnet18.pt,0.6513975155279503,256
4,9,resnet18.pt,0.6529503105590062,256
2,9,resnet18.pt,0.6506211180124224,256
10,9,resnet18.pt,0.639751552795031,256
3,9,resnet18.pt,0.6335403726708074,256
8,9,resnet18.pt,0.6482919254658385,256
9,9,resnet18.pt,0.65527950310559,256
7,9,resnet18.pt,0.6467391304347826,256
1,9,resnet18.pt,0.6490683229813664,256
6,9,resnet18.pt,0.6607142857142857,256
4,10,resnet18.pt,0.6653726708074534,256
5,10,resnet18.pt,0.639751552795031,256
10,10,resnet18.pt,0.656832298136646,256
2,10,resnet18.pt,0.6444099378881988,256
3,10,resnet18.pt,0.6645962732919255,256
7,10,resnet18.pt,0.6451863354037267,256
8,10,resnet18.pt,0.6420807453416149,256
6,10,resnet18.pt,0.6381987577639752,256
1,10,resnet18.pt,0.6335403726708074,256
9,10,resnet18.pt,0.6498447204968945,256
2,2,resnet18.pt,0.5954968944099379,16
16,2,resnet18.pt,0.610248447204969,16
6,2,resnet18.pt,0.5970496894409938,16
8,2,resnet18.pt,0.5916149068322981,16
10,2,resnet18.pt,0.593167701863354,16
14,2,resnet18.pt,0.5993788819875776,16
4,2,resnet18.pt,0.5760869565217391,16
12,2,resnet18.pt,0.6024844720496895,16
20,2,resnet18.pt,0.5768633540372671,16
18,2,resnet18.pt,0.5869565217391305,16
16,3,resnet18.pt,0.6164596273291926,16
2,3,resnet18.pt,0.5854037267080745,16
10,3,resnet18.pt,0.6017080745341615,16
6,3,resnet18.pt,0.5978260869565217,16
20,3,resnet18.pt,0.5970496894409938,16
8,3,resnet18.pt,0.6110248447204969,16
14,3,resnet18.pt,0.6071428571428571,16
4,3,resnet18.pt,0.6125776397515528,16
12,3,resnet18.pt,0.5745341614906833,16
18,3,resnet18.pt,0.6211180124223602,16
16,4,resnet18.pt,0.6017080745341615,16
10,4,resnet18.pt,0.6125776397515528,16
2,4,resnet18.pt,0.5978260869565217,16
20,4,resnet18.pt,0.5993788819875776,16
6,4,resnet18.pt,0.562888198757764,16
8,4,resnet18.pt,0.6296583850931677,16
14,4,resnet18.pt,0.5411490683229814,16
18,4,resnet18.pt,0.6304347826086957,16
12,4,resnet18.pt,0.6009316770186336,16
4,4,resnet18.pt,0.6040372670807453,16
10,5,resnet18.pt,0.5807453416149069,16
20,5,resnet18.pt,0.5986024844720497,16
2,5,resnet18.pt,0.5892857142857143,16
16,5,resnet18.pt,0.5753105590062112,16
8,5,resnet18.pt,0.6001552795031055,16
6,5,resnet18.pt,0.6063664596273292,16
14,5,resnet18.pt,0.5916149068322981,16
18,5,resnet18.pt,0.5970496894409938,16
12,5,resnet18.pt,0.5877329192546584,16
4,5,resnet18.pt,0.593944099378882,16
10,6,resnet18.pt,0.5675465838509317,16
20,6,resnet18.pt,0.5869565217391305,16
16,6,resnet18.pt,0.5978260869565217,16
8,6,resnet18.pt,0.6079192546583851,16
6,6,resnet18.pt,0.5993788819875776,16
2,6,resnet18.pt,0.6125776397515528,16
18,6,resnet18.pt,0.5753105590062112,16
14,6,resnet18.pt,0.5986024844720497,16
12,6,resnet18.pt,0.5854037267080745,16
4,6,resnet18.pt,0.6156832298136646,16
10,7,resnet18.pt,0.5869565217391305,16
20,7,resnet18.pt,0.578416149068323,16
16,7,resnet18.pt,0.5722049689440993,16
8,7,resnet18.pt,0.6187888198757764,16
6,7,resnet18.pt,0.640527950310559,16
2,7,resnet18.pt,0.5869565217391305,16
18,7,resnet18.pt,0.5900621118012422,16
14,7,resnet18.pt,0.562888198757764,16
12,7,resnet18.pt,0.6226708074534162,16
4,7,resnet18.pt,0.5706521739130435,16
20,8,resnet18.pt,0.5768633540372671,16
10,8,resnet18.pt,0.5861801242236024,16
16,8,resnet18.pt,0.6172360248447205,16
8,8,resnet18.pt,0.5993788819875776,16
6,8,resnet18.pt,0.5760869565217391,16
18,8,resnet18.pt,0.6187888198757764,16
2,8,resnet18.pt,0.6009316770186336,16
14,8,resnet18.pt,0.6024844720496895,16
4,8,resnet18.pt,0.5722049689440993,16
12,8,resnet18.pt,0.6234472049689441,16
20,9,resnet18.pt,0.6133540372670807,16
16,9,resnet18.pt,0.6001552795031055,16
8,9,resnet18.pt,0.6009316770186336,16
6,9,resnet18.pt,0.6040372670807453,16
10,9,resnet18.pt,0.6288819875776398,16
18,9,resnet18.pt,0.5349378881987578,16
2,9,resnet18.pt,0.5582298136645962,16
4,9,resnet18.pt,0.5885093167701864,16
14,9,resnet18.pt,0.5667701863354038,16
12,9,resnet18.pt,0.5822981366459627,16
20,10,resnet18.pt,0.6164596273291926,16
10,10,resnet18.pt,0.6040372670807453,16
8,10,resnet18.pt,0.5597826086956522,16
6,10,resnet18.pt,0.6125776397515528,16
16,10,resnet18.pt,0.5729813664596274,16
2,10,resnet18.pt,0.5768633540372671,16
18,10,resnet18.pt,0.5970496894409938,16
4,10,resnet18.pt,0.6374223602484472,16
14,10,resnet18.pt,0.5854037267080745,16
20,2,resnet18.pt,0.625,32
6,2,resnet18.pt,0.6288819875776398,32
10,2,resnet18.pt,0.6180124223602484,32
8,2,resnet18.pt,0.609472049689441,32
2,2,resnet18.pt,0.6079192546583851,32
16,2,resnet18.pt,0.6265527950310559,32
18,2,resnet18.pt,0.6180124223602484,32
12,10,resnet18.pt,0.5551242236024845,16
14,2,resnet18.pt,0.6055900621118012,32
4,2,resnet18.pt,0.6172360248447205,32
12,2,resnet18.pt,0.5970496894409938,32
6,3,resnet18.pt,0.6118012422360248,32
20,3,resnet18.pt,0.609472049689441,32
10,3,resnet18.pt,0.6319875776397516,32
2,3,resnet18.pt,0.6257763975155279,32
8,3,resnet18.pt,0.609472049689441,32
16,3,resnet18.pt,0.6118012422360248,32
18,3,resnet18.pt,0.6133540372670807,32
4,3,resnet18.pt,0.5993788819875776,32
14,3,resnet18.pt,0.6304347826086957,32
12,3,resnet18.pt,0.6288819875776398,32
6,4,resnet18.pt,0.6017080745341615,32
20,4,resnet18.pt,0.6327639751552795,32
8,4,resnet18.pt,0.6343167701863354,32
2,4,resnet18.pt,0.6164596273291926,32
16,4,resnet18.pt,0.625,32
10,4,resnet18.pt,0.609472049689441,32
18,4,resnet18.pt,0.640527950310559,32
14,4,resnet18.pt,0.6343167701863354,32
